Date,Region,Country,Supplier Name,Inventory,Lead Time (days),Transport Status,News Sentiment,Weather Condition,Risk Factor
2024-09-15,Europe,India,Morales PLC,31002,10,In Transit,Farmers report higher yields thanks to favorable weather.,Heavy rainfall causing waterlogging,Low
2024-03-22,Africa,India,"Martin, Brewer and Walker",64998,30,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,Mild rainfall aiding crop growth,High
2024-07-13,Asia,China,"Holmes, Holmes and Baker",48636,13,Awaiting Dispatch,Delays in transportation cause supply chain disruptions.,Drought leading to crop failure,High
2024-09-04,Europe,India,Griffin Inc,17586,3,Delayed,Farmers report higher yields thanks to favorable weather.,Mild rainfall aiding crop growth,High
2024-02-02,South America,Germany,Garcia-Caldwell,25473,20,In Transit,Tomato prices soar due to unexpected frost in the region.,Strong winds causing crop damage,High
2024-09-27,Oceania,Canada,Freeman-Morrow,29790,20,Delayed,Export restrictions lead to surplus in local markets.,Mild rainfall aiding crop growth,High
2024-12-30,Oceania,China,"Lopez, Adams and Kennedy",50106,7,Delayed,Pest infestation reduces tomato output in key regions.,Drought leading to crop failure,High
2024-10-17,Asia,India,"Hernandez, Meza and Moody",24712,7,In Transit,Tomato prices soar due to unexpected frost in the region.,Unexpected frost damaging crops,Low
2024-10-23,North America,China,Ford-Wolf,92583,17,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,Sunny and favorable for farming,Medium
2024-04-15,Asia,Canada,Nichols-Thomas,24569,30,Delayed,Heavy rainfall damages crops in major producing areas.,Sunny and favorable for farming,High
2024-04-24,South America,Australia,"Cook, Abbott and Chapman",53342,21,In Transit,Improved infrastructure reduces transportation delays.,Heavy rainfall causing waterlogging,High
2024-12-22,Europe,Canada,Pearson PLC,65864,29,Delayed,Tomato prices soar due to unexpected frost in the region.,Drought leading to crop failure,High
2024-07-08,Oceania,Australia,Kane-Le,82824,8,Awaiting Dispatch,Farmers report higher yields thanks to favorable weather.,Heavy rainfall causing waterlogging,Low
2024-10-26,Africa,Canada,"Brown, White and Romero",33047,16,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,High humidity increasing pest risks,Medium
2024-02-27,Europe,Brazil,Silva-Orr,15038,11,Delayed,Tomato prices soar due to unexpected frost in the region.,Mild rainfall aiding crop growth,High
2024-10-16,Europe,Germany,Franco LLC,79156,15,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Heavy rainfall causing waterlogging,Medium
2024-04-08,Oceania,USA,Barnes-Myers,11597,13,Delayed,Export restrictions lead to surplus in local markets.,High humidity increasing pest risks,High
2024-02-29,Asia,USA,Bennett-Ramirez,45055,8,Delayed,Government announces subsidies for tomato farmers.,Sunny and favorable for farming,High
2024-02-10,South America,Germany,Hughes-Powell,37658,2,Awaiting Dispatch,Tomato prices soar due to unexpected frost in the region.,Drought leading to crop failure,Medium
2024-04-24,Oceania,South Africa,Reese PLC,28050,17,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Mild rainfall aiding crop growth,Medium
2024-11-11,Oceania,USA,Ellis Group,69491,13,Delayed,Export restrictions lead to surplus in local markets.,Sunny and favorable for farming,High
2024-04-15,Africa,South Africa,Crawford-Lopez,76741,27,Awaiting Dispatch,Pest infestation reduces tomato output in key regions.,Unexpected frost damaging crops,High
2024-02-17,North America,South Africa,"Parker, Berry and Rose",99060,22,In Transit,Improved infrastructure reduces transportation delays.,Strong winds causing crop damage,High
2024-09-03,Oceania,Brazil,Frost-Clayton,82427,22,Delayed,Government announces subsidies for tomato farmers.,Heavy rainfall causing waterlogging,High
2024-11-16,Africa,India,Phillips-Wright,78309,6,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,High humidity increasing pest risks,Low
2024-03-25,Africa,Germany,Moreno-Turner,65460,10,In Transit,Export restrictions lead to surplus in local markets.,Strong winds causing crop damage,High
2024-07-22,Africa,Brazil,"Heath, Hill and Johnson",72594,17,Delayed,Pest infestation reduces tomato output in key regions.,Drought leading to crop failure,High
2024-03-07,Europe,China,Savage Inc,5138,14,Delayed,Improved infrastructure reduces transportation delays.,Sunny and favorable for farming,High
2024-06-18,Oceania,Australia,Adams LLC,31951,8,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,High humidity increasing pest risks,Low
2024-03-22,Oceania,India,"Gregory, Mason and Hudson",71974,20,Delayed,Pest infestation reduces tomato output in key regions.,Sunny and favorable for farming,High
2024-05-20,Africa,India,"Espinoza, Martinez and Vega",58208,17,In Transit,Heavy rainfall damages crops in major producing areas.,Heavy rainfall causing waterlogging,Medium
2024-04-13,North America,South Africa,Glenn-Moran,89080,22,Awaiting Dispatch,Tomato prices soar due to unexpected frost in the region.,Heavy rainfall causing waterlogging,High
2024-11-20,Africa,USA,"Dillon, Bass and Clark",56868,17,Delayed,Government announces subsidies for tomato farmers.,Drought leading to crop failure,High
2024-05-20,North America,Canada,Wyatt-Taylor,31227,20,In Transit,Export restrictions lead to surplus in local markets.,Heavy rainfall causing waterlogging,Medium
2024-07-06,Asia,USA,"Williams, Gregory and Stanley",75080,7,Awaiting Dispatch,Delays in transportation cause supply chain disruptions.,Heavy rainfall causing waterlogging,High
2024-09-18,Oceania,Germany,Riley Group,97949,4,Delayed,Export restrictions lead to surplus in local markets.,Mild rainfall aiding crop growth,High
2024-06-10,North America,Canada,Smith-Baker,56377,26,In Transit,Heavy rainfall damages crops in major producing areas.,Strong winds causing crop damage,High
2024-01-25,Europe,Australia,"Vaughn, Smith and Walsh",71554,8,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,Strong winds causing crop damage,High
2024-10-01,Oceania,Canada,"Powell, Clark and Lewis",89213,6,Delayed,Heavy rainfall damages crops in major producing areas.,Mild rainfall aiding crop growth,High
2024-10-04,South America,Canada,Noble PLC,60204,5,Awaiting Dispatch,Pest infestation reduces tomato output in key regions.,Strong winds causing crop damage,High
2024-01-29,Europe,Germany,Morris Ltd,30740,7,Delayed,Government announces subsidies for tomato farmers.,Sunny and favorable for farming,High
2025-01-03,Oceania,India,Reed LLC,80403,2,Awaiting Dispatch,Government announces subsidies for tomato farmers.,Unexpected frost damaging crops,Low
2024-06-09,North America,Canada,"Morris, Miller and Jones",85574,27,Awaiting Dispatch,Tomato prices soar due to unexpected frost in the region.,Mild rainfall aiding crop growth,High
2024-12-21,Europe,Germany,Mendoza-Foster,33203,28,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,Drought leading to crop failure,High
2024-09-14,Asia,India,Schmitt Group,69966,16,Delayed,Export restrictions lead to surplus in local markets.,Sunny and favorable for farming,High
2024-06-20,Oceania,South Africa,"Collins, Hooper and Wiley",2826,12,In Transit,Heavy rainfall damages crops in major producing areas.,Unexpected frost damaging crops,Medium
2024-04-26,Africa,Germany,Davis Inc,10529,17,In Transit,Heavy rainfall damages crops in major producing areas.,Mild rainfall aiding crop growth,Medium
2024-09-06,North America,Australia,"West, French and Santos",91579,6,In Transit,Labor shortages affect harvesting in rural areas.,Strong winds causing crop damage,High
2024-04-05,South America,India,"Ward, Pineda and Lopez",77758,12,In Transit,Government announces subsidies for tomato farmers.,High humidity increasing pest risks,Medium
2024-09-12,Oceania,China,Garcia Ltd,6394,7,In Transit,Improved infrastructure reduces transportation delays.,Sunny and favorable for farming,Low
2024-04-26,Europe,China,"Fisher, Moore and Thomas",40119,21,In Transit,Government announces subsidies for tomato farmers.,Drought leading to crop failure,High
2024-10-19,South America,South Africa,Fernandez LLC,46236,25,Delayed,Tomato prices soar due to unexpected frost in the region.,High humidity increasing pest risks,High
2024-06-25,Oceania,South Africa,Clark-Ray,78269,15,Delayed,Pest infestation reduces tomato output in key regions.,Mild rainfall aiding crop growth,High
2024-06-16,Europe,China,Nelson Ltd,9558,7,In Transit,Heavy rainfall damages crops in major producing areas.,Unexpected frost damaging crops,Low
2024-06-15,Oceania,USA,Adams PLC,21176,14,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Heavy rainfall causing waterlogging,Medium
2024-07-18,Asia,USA,Wheeler-Jones,7998,12,In Transit,Export restrictions lead to surplus in local markets.,Drought leading to crop failure,Medium
2025-01-12,Asia,South Africa,Moore-Fisher,98411,11,In Transit,Heavy rainfall damages crops in major producing areas.,Strong winds causing crop damage,High
2025-01-02,Asia,Brazil,Carr Group,48003,13,Delayed,Pest infestation reduces tomato output in key regions.,Unexpected frost damaging crops,High
2025-01-12,North America,India,Valentine-Bender,86899,5,Delayed,Pest infestation reduces tomato output in key regions.,High humidity increasing pest risks,High
2024-12-13,Asia,Brazil,Nelson PLC,96778,11,In Transit,Export restrictions lead to surplus in local markets.,Drought leading to crop failure,Medium
2024-09-06,South America,Canada,Baldwin LLC,75498,4,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,High humidity increasing pest risks,Low
2024-06-03,Oceania,South Africa,Garcia-Love,19709,10,In Transit,Improved infrastructure reduces transportation delays.,Unexpected frost damaging crops,Low
2024-05-26,North America,India,"Anderson, Chang and Pena",83557,21,In Transit,Improved infrastructure reduces transportation delays.,Drought leading to crop failure,High
2024-10-28,Oceania,China,Lang LLC,75800,21,Awaiting Dispatch,Tomato prices soar due to unexpected frost in the region.,Sunny and favorable for farming,High
2024-10-04,North America,China,"Stein, Murphy and West",48776,2,In Transit,Delays in transportation cause supply chain disruptions.,Strong winds causing crop damage,High
2024-07-31,North America,China,Kennedy Inc,22889,29,In Transit,Heavy rainfall damages crops in major producing areas.,Heavy rainfall causing waterlogging,High
2024-04-21,Africa,Germany,"Austin, Morris and Prince",44082,26,Awaiting Dispatch,Pest infestation reduces tomato output in key regions.,Strong winds causing crop damage,High
2024-08-15,Africa,Germany,Serrano and Sons,46070,27,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,Heavy rainfall causing waterlogging,High
2024-04-21,North America,Germany,Schultz-Cooper,5088,18,In Transit,Improved infrastructure reduces transportation delays.,Heavy rainfall causing waterlogging,Medium
2024-05-18,North America,Canada,"Garcia, Thompson and Conley",63024,20,In Transit,Labor shortages affect harvesting in rural areas.,Unexpected frost damaging crops,Medium
2024-11-21,South America,South Africa,Pierce-Sanders,73705,16,In Transit,Delays in transportation cause supply chain disruptions.,Strong winds causing crop damage,High
2024-03-12,Europe,South Africa,Morgan-Hall,82893,7,Delayed,Export restrictions lead to surplus in local markets.,Heavy rainfall causing waterlogging,High
2024-09-25,South America,India,Logan-Martinez,83618,2,Delayed,Delays in transportation cause supply chain disruptions.,Strong winds causing crop damage,High
2024-10-26,South America,Germany,Ingram-Duke,7316,21,Awaiting Dispatch,Heavy rainfall damages crops in major producing areas.,Mild rainfall aiding crop growth,High
2024-02-08,Asia,Brazil,Becker Group,78387,17,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,Mild rainfall aiding crop growth,Medium
2024-04-10,Asia,India,Cooper and Sons,31466,5,Delayed,Tomato prices soar due to unexpected frost in the region.,Strong winds causing crop damage,High
2024-11-09,South America,South Africa,Smith-Chavez,65492,13,Delayed,Drought conditions lead to reduced tomato supply.,Unexpected frost damaging crops,High
2024-04-16,Europe,Brazil,Miller PLC,59667,11,In Transit,Delays in transportation cause supply chain disruptions.,Unexpected frost damaging crops,High
2024-08-29,South America,Brazil,Craig LLC,53375,14,Delayed,Heavy rainfall damages crops in major producing areas.,Sunny and favorable for farming,High
2024-02-22,Asia,Canada,Clark-May,20193,1,Awaiting Dispatch,Labor shortages affect harvesting in rural areas.,Strong winds causing crop damage,High
2025-01-06,Africa,Canada,Wallace-Dalton,84404,4,Awaiting Dispatch,Labor shortages affect harvesting in rural areas.,Sunny and favorable for farming,Low
2024-05-06,North America,USA,Clark-Hammond,43137,6,Awaiting Dispatch,Drought conditions lead to reduced tomato supply.,Sunny and favorable for farming,Low
2024-04-14,Africa,Germany,"Carter, Rodriguez and Gonzales",44238,24,Awaiting Dispatch,Export restrictions lead to surplus in local markets.,Sunny and favorable for farming,High
2024-02-26,Europe,Australia,"Hernandez, Ford and Reed",77302,9,Awaiting Dispatch,Government announces subsidies for tomato farmers.,Drought leading to crop failure,Medium
2024-08-15,Oceania,Australia,Thompson Inc,39573,23,Awaiting Dispatch,Improved infrastructure reduces transportation delays.,Strong winds causing crop damage,High
2024-07-28,North America,South Africa,"Roberts, Brooks and Bailey",11938,16,Delayed,Export restrictions lead to surplus in local markets.,Mild rainfall aiding crop growth,High
2024-01-21,Asia,China,"Evans, Smith and Robinson",37497,7,Delayed,Government announces subsidies for tomato farmers.,Mild rainfall aiding crop growth,High
